Prscrbr_NPI,Prscrbr_Type,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,Drug_Category,Year
1013904697,Orthopedic Surgery,Meloxicam,54,54.0,1620,225.9,25.0,NSAID,2014
1013904697,Orthopedic Surgery,Oxycodone Hcl,20,20.0,547,1078.96,11.0,Opioid,2014
1013904697,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,133,133.0,2818,4520.18,77.0,Opioid,2014
1013904697,Orthopedic Surgery,Tizanidine Hcl,29,33.0,913,1224.19,20.0,Muscle Relaxant,2014
1013904697,Orthopedic Surgery,Tramadol Hcl,75,75.0,1948,690.32,52.0,Opioid,2014
1013904697,Orthopedic Surgery,Diclofenac Sodium,20,24.2,681,988.58,12.0,NSAID,2014
1013906213,Orthopedic Surgery,Acetaminophen With Codeine,25,25.0,116,215.61,15.0,Opioid,2014
1013906213,Orthopedic Surgery,Diclofenac Sodium,16,16.0,480,296.42,,NSAID,2014
1013906213,Orthopedic Surgery,Etodolac,75,87.0,2580,3884.79,37.0,NSAID,2014
1013906213,Orthopedic Surgery,Gabapentin,17,23.0,690,153.02,,Gabapentinoid,2014
1013906213,Orthopedic Surgery,Hydrocodone/Acetaminophen,72,72.0,341,854.73,38.0,Opioid,2014
1013906213,Orthopedic Surgery,Naproxen,18,18.0,540,113.57,,NSAID,2014
1013906213,Orthopedic Surgery,Tramadol Hcl/Acetaminophen,12,12.0,92,144.11,,Opioid,2014
1013910363,Neurosurgery,Hydrocodone/Acetaminophen,54,54.0,373,613.78,35.0,Opioid,2014
1013910363,Neurosurgery,Tramadol Hcl,23,23.0,188,109.39,17.0,Opioid,2014
1013911510,Orthopedic Surgery,Acetaminophen With Codeine,18,18.0,122,145.8,,Opioid,2014
1013911510,Orthopedic Surgery,Gabapentin,34,34.0,1003,338.22,16.0,Gabapentinoid,2014
1013911510,Orthopedic Surgery,Hydrocodone/Acetaminophen,290,290.0,2384,3631.73,109.0,Opioid,2014
1013911510,Orthopedic Surgery,Methocarbamol,58,58.0,959,590.23,29.0,Muscle Relaxant,2014
1013911510,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,47,47.0,465,2258.21,31.0,Opioid,2014
1013911510,Orthopedic Surgery,Tizanidine Hcl,13,13.0,250,320.18,,Muscle Relaxant,2014
1013911510,Orthopedic Surgery,Tramadol Hcl,56,56.0,517,288.61,36.0,Opioid,2014
1013912617,Orthopedic Surgery,Acetaminophen With Codeine,11,11.0,180,130.86,,Opioid,2014
1013912617,Orthopedic Surgery,Carisoprodol,120,120.0,3400,2673.38,31.0,Muscle Relaxant,2014
1013912617,Orthopedic Surgery,Cyclobenzaprine Hcl,35,35.0,1010,427.69,12.0,Muscle Relaxant,2014
1013912617,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,32,32.0,416,1949.44,12.0,Opioid,2014
1013912617,Orthopedic Surgery,Gabapentin,72,76.0,2222,1496.68,19.0,Gabapentinoid,2014
1013912617,Orthopedic Surgery,Hydrocodone/Acetaminophen,657,657.0,11712,13061.66,120.0,Opioid,2014
1013912617,Orthopedic Surgery,Hydromorphone Hcl,26,26.0,345,378.59,,Opioid,2014
1013912617,Orthopedic Surgery,Meloxicam,11,11.0,330,53.14,,NSAID,2014
1013912617,Orthopedic Surgery,Tapentadol Hcl,16,16.0,295,5356.23,,Opioid,2014
1013912617,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,302,302.0,4141,15620.42,56.0,Opioid,2014
1013912617,Orthopedic Surgery,Tizanidine Hcl,56,56.0,1640,1489.0,12.0,Muscle Relaxant,2014
1013912617,Orthopedic Surgery,Tramadol Hcl,31,31.0,561,179.82,19.0,Opioid,2014
1013914332,Orthopedic Surgery,Acetaminophen With Codeine,14,14.0,420,105.11,,Opioid,2014
1013914332,Orthopedic Surgery,Baclofen,34,50.0,1500,971.25,16.0,Muscle Relaxant,2014
1013914332,Orthopedic Surgery,Carisoprodol,22,22.0,660,709.93,,Muscle Relaxant,2014
1013914332,Orthopedic Surgery,Cyclobenzaprine Hcl,19,25.0,750,560.28,,Muscle Relaxant,2014
1013914332,Orthopedic Surgery,Diclofenac Sodium,12,26.0,780,484.88,,NSAID,2014
1013914332,Orthopedic Surgery,Gabapentin,201,245.0,7320,4080.5,66.0,Gabapentinoid,2014
1013914332,Orthopedic Surgery,Hydrocodone/Acetaminophen,68,72.0,1957,2854.61,22.0,Opioid,2014
1013914332,Orthopedic Surgery,Ibuprofen,16,16.0,472,144.62,,NSAID,2014
1013914332,Orthopedic Surgery,Pregabalin,23,37.0,1110,12518.27,,Gabapentinoid,2014
1013914332,Orthopedic Surgery,Meloxicam,75,93.0,2790,815.92,21.0,NSAID,2014
1013914332,Orthopedic Surgery,Methocarbamol,69,77.0,2269,1911.17,24.0,Muscle Relaxant,2014
1013914332,Orthopedic Surgery,Naproxen,11,11.0,330,75.62,,NSAID,2014
1013914332,Orthopedic Surgery,Oxycodone Hcl,13,13.0,345,377.52,,Opioid,2014
1013914332,Orthopedic Surgery,Tizanidine Hcl,16,18.0,540,1474.18,,Muscle Relaxant,2014
1013914332,Orthopedic Surgery,Tramadol Hcl,186,208.0,5960,2070.7,62.0,Opioid,2014
1013914332,Orthopedic Surgery,Tramadol Hcl/Acetaminophen,25,33.0,970,1565.74,,Opioid,2014
1013914498,Orthopedic Surgery,Acetaminophen With Codeine,17,17.0,186,168.19,,Opioid,2014
1013914498,Orthopedic Surgery,Carisoprodol,15,15.0,208,560.73,,Muscle Relaxant,2014
1013914498,Orthopedic Surgery,Hydrocodone/Acetaminophen,81,82.7,1725,1878.36,27.0,Opioid,2014
1013914498,Orthopedic Surgery,Meloxicam,11,11.0,290,342.27,,NSAID,2014
1013915883,Neurosurgery,Hydrocodone/Acetaminophen,11,11.0,86,133.7,11.0,Opioid,2014
1013917715,Neurosurgery,Hydrocodone/Acetaminophen,61,61.0,540,1025.65,37.0,Opioid,2014
1013917715,Neurosurgery,Oxycodone Hcl/Acetaminophen,33,33.0,334,807.06,17.0,Opioid,2014
1013919117,Orthopedic Surgery,Carisoprodol,14,14.0,410,492.77,,Muscle Relaxant,2014
1013919117,Orthopedic Surgery,Celecoxib,12,12.0,360,4915.57,,NSAID,2014
1013919117,Orthopedic Surgery,Diclofenac Sodium,58,62.0,1860,535.63,20.0,NSAID,2014
1013919117,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,16,16.0,429,1532.67,,Opioid,2014
1013919117,Orthopedic Surgery,Gabapentin,165,179.0,5370,2151.09,45.0,Gabapentinoid,2014
1013919117,Orthopedic Surgery,Hydrocodone/Acetaminophen,235,242.8,6291,6850.06,60.0,Opioid,2014
1013919117,Orthopedic Surgery,Hydromorphone Hcl,23,23.0,443,1280.89,,Opioid,2014
1013919117,Orthopedic Surgery,Meloxicam,12,12.0,360,53.61,,NSAID,2014
1013919117,Orthopedic Surgery,Methocarbamol,49,51.4,1329,685.96,18.0,Muscle Relaxant,2014
1013919117,Orthopedic Surgery,Naproxen,15,17.0,510,111.65,,NSAID,2014
1013919117,Orthopedic Surgery,Oxycodone Hcl,64,66.3,1740,2921.68,16.0,Opioid,2014
1013919117,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,76,76.9,2042,5885.42,27.0,Opioid,2014
1013919117,Orthopedic Surgery,Oxycodone Hcl,12,12.2,365,4756.54,,Opioid,2014
1013919117,Orthopedic Surgery,Tizanidine Hcl,39,39.0,1032,1085.74,14.0,Muscle Relaxant,2014
1013919117,Orthopedic Surgery,Tramadol Hcl,35,35.0,773,292.49,17.0,Opioid,2014
1013930684,Orthopedic Surgery,Cyclobenzaprine Hcl,30,30.0,830,1132.68,14.0,Muscle Relaxant,2014
1013930684,Orthopedic Surgery,Gabapentin,30,32.0,960,550.95,,Gabapentinoid,2014
1013930684,Orthopedic Surgery,Hydrocodone/Acetaminophen,12,12.0,246,224.91,,Opioid,2014
1013930684,Orthopedic Surgery,Ibuprofen,15,15.0,450,174.32,13.0,NSAID,2014
1013930684,Orthopedic Surgery,Meloxicam,19,20.0,600,214.2,,NSAID,2014
1013930684,Orthopedic Surgery,Naproxen,75,75.0,2250,505.43,48.0,NSAID,2014
1013930684,Orthopedic Surgery,Oxycodone Hcl,18,18.0,485,1165.19,,Opioid,2014
1013930684,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,37,37.0,820,2056.9,20.0,Opioid,2014
1013930684,Orthopedic Surgery,Tizanidine Hcl,16,16.0,460,2763.06,,Muscle Relaxant,2014
1013930684,Orthopedic Surgery,Tramadol Hcl,17,17.0,444,168.34,15.0,Opioid,2014
1013930684,Orthopedic Surgery,Tramadol Hcl/Acetaminophen,37,37.3,1058,1025.36,34.0,Opioid,2014
1013932508,Orthopedic Surgery,Gabapentin,19,19.0,517,537.07,,Gabapentinoid,2014
1013932508,Orthopedic Surgery,Hydrocodone/Acetaminophen,22,22.0,204,295.33,16.0,Opioid,2014
1013939727,Orthopedic Surgery,Acetaminophen With Codeine,20,20.5,172,213.41,,Opioid,2014
1013939727,Orthopedic Surgery,Diclofenac Sodium,76,82.0,2104,1449.21,49.0,NSAID,2014
1013939727,Orthopedic Surgery,Hydrocodone/Acetaminophen,149,149.0,1591,2309.14,73.0,Opioid,2014
1013939727,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,40,40.7,860,1528.15,18.0,Opioid,2014
1013939727,Orthopedic Surgery,Tramadol Hcl,50,50.5,507,221.05,29.0,Opioid,2014
1013948058,Orthopedic Surgery,Hydrocodone/Acetaminophen,184,184.0,962,1928.76,80.0,Opioid,2014
1013948058,Orthopedic Surgery,Ibuprofen,29,38.3,1142,333.08,13.0,NSAID,2014
1013948058,Orthopedic Surgery,Meloxicam,18,19.0,570,74.2,,NSAID,2014
1013948058,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,153,153.0,733,1774.58,59.0,Opioid,2014
1013948058,Orthopedic Surgery,Tramadol Hcl,31,31.0,178,222.0,22.0,Opioid,2014
1013951185,Neurosurgery,Celecoxib,32,32.0,945,6669.97,13.0,NSAID,2014
1013951185,Neurosurgery,Diclofenac Potassium,163,163.0,2595,1869.64,85.0,NSAID,2014
1013951185,Neurosurgery,Gabapentin,78,80.0,2189,984.14,29.0,Gabapentinoid,2014
1013951185,Neurosurgery,Hydrocodone/Acetaminophen,228,228.0,1411,1731.79,119.0,Opioid,2014
1013951185,Neurosurgery,Tramadol Hcl,13,13.0,68,31.02,,Opioid,2014
1013952357,Orthopedic Surgery,Hydrocodone/Acetaminophen,116,116.0,949,1682.63,61.0,Opioid,2014
1013953843,Orthopedic Surgery,Diclofenac Sodium,11,13.0,390,1026.66,,NSAID,2014
1013953843,Orthopedic Surgery,Hydrocodone/Acetaminophen,34,34.0,254,292.04,25.0,Opioid,2014
1013953843,Orthopedic Surgery,Meloxicam,37,38.0,1140,181.13,17.0,NSAID,2014
1013953843,Orthopedic Surgery,Piroxicam,19,19.0,546,997.21,15.0,NSAID,2014
1013962885,Neurosurgery,Cyclobenzaprine Hcl,13,13.0,370,258.02,,Muscle Relaxant,2014
1013962885,Neurosurgery,Gabapentin,34,38.3,1126,562.5,12.0,Gabapentinoid,2014
1013962885,Neurosurgery,Hydrocodone/Acetaminophen,51,52.0,959,837.55,22.0,Opioid,2014
1013962885,Neurosurgery,Oxycodone Hcl/Acetaminophen,18,18.0,292,814.2,18.0,Opioid,2014
1013962935,Neurosurgery,Hydrocodone/Acetaminophen,34,34.0,205,411.24,24.0,Opioid,2014
1013962935,Neurosurgery,Oxycodone Hcl/Acetaminophen,19,19.0,121,273.35,17.0,Opioid,2014
1013962935,Neurosurgery,Tramadol Hcl,12,12.0,126,111.22,,Opioid,2014
1013964493,Neurosurgery,Gabapentin,20,20.2,537,343.32,,Gabapentinoid,2014
1013964493,Neurosurgery,Hydrocodone/Acetaminophen,114,114.0,1028,2394.48,43.0,Opioid,2014
1013964493,Neurosurgery,Methocarbamol,14,14.3,300,257.21,12.0,Muscle Relaxant,2014
1013964493,Neurosurgery,Oxycodone Hcl/Acetaminophen,86,86.0,710,1886.23,66.0,Opioid,2014
1013964493,Neurosurgery,Tizanidine Hcl,100,102.0,2602,2414.05,61.0,Muscle Relaxant,2014
1013964493,Neurosurgery,Tramadol Hcl,15,15.0,234,74.0,,Opioid,2014
1013975580,Neurosurgery,Baclofen,16,16.0,480,224.74,,Muscle Relaxant,2014
1013975580,Neurosurgery,Carisoprodol,147,147.0,4380,3133.2,26.0,Muscle Relaxant,2014
1013975580,Neurosurgery,Cyclobenzaprine Hcl,18,18.0,539,290.39,,Muscle Relaxant,2014
1013975580,Neurosurgery,Oxycodone Hcl/Acetaminophen,65,65.7,1482,7418.31,21.0,Opioid,2014
1013975580,Neurosurgery,Fentanyl,32,32.0,925,3650.88,,Opioid,2014
1013975580,Neurosurgery,Gabapentin,71,79.0,2370,1403.12,18.0,Gabapentinoid,2014
1013975580,Neurosurgery,Hydrocodone/Acetaminophen,679,684.0,15438,20818.35,99.0,Opioid,2014
1013975580,Neurosurgery,Hydromorphone Hcl,15,15.0,450,173.99,,Opioid,2014
1013975580,Neurosurgery,Ibuprofen,32,32.0,937,223.65,,NSAID,2014
1013975580,Neurosurgery,Pregabalin,35,35.0,1050,11677.76,11.0,Gabapentinoid,2014
1013975580,Neurosurgery,Meloxicam,32,45.0,1350,181.62,17.0,NSAID,2014
1013975580,Neurosurgery,Methadone Hcl,52,52.0,1560,469.77,,Opioid,2014
1013975580,Neurosurgery,Methocarbamol,25,25.0,750,331.85,,Muscle Relaxant,2014
1013975580,Neurosurgery,Morphine Sulfate,186,186.0,5480,19671.72,28.0,Opioid,2014
1013975580,Neurosurgery,Naproxen,30,30.0,900,239.86,,NSAID,2014
1013975580,Neurosurgery,Oxycodone Hcl,12,12.0,269,223.35,,Opioid,2014
1013975580,Neurosurgery,Oxycodone Hcl/Acetaminophen,445,449.1,10036,50412.05,59.0,Opioid,2014
1013975580,Neurosurgery,Oxycodone Hcl,155,155.0,4621,83218.29,17.0,Opioid,2014
1013975580,Neurosurgery,Tizanidine Hcl,37,38.0,1110,1337.72,11.0,Muscle Relaxant,2014
1013984673,Orthopedic Surgery,Hydrocodone/Acetaminophen,16,16.0,116,213.9,11.0,Opioid,2014
1013984673,Orthopedic Surgery,Nabumetone,14,14.0,420,411.0,,NSAID,2014
1013991249,Neurosurgery,Diclofenac Sodium,25,25.0,750,404.49,12.0,NSAID,2014
1013991249,Neurosurgery,Gabapentin,53,57.0,1710,675.32,16.0,Gabapentinoid,2014
1013991249,Neurosurgery,Hydrocodone/Acetaminophen,63,64.0,1476,954.05,36.0,Opioid,2014
1013991249,Neurosurgery,Oxycodone Hcl/Acetaminophen,22,22.0,498,797.91,12.0,Opioid,2014
1013991249,Neurosurgery,Tramadol Hcl,22,22.0,660,205.41,11.0,Opioid,2014
1013991892,Orthopedic Surgery,Gabapentin,11,11.5,309,172.12,,Gabapentinoid,2014
1013991892,Orthopedic Surgery,Hydrocodone/Acetaminophen,154,154.0,1818,1653.85,77.0,Opioid,2014
1013991892,Orthopedic Surgery,Pregabalin,21,23.0,681,5320.68,,Gabapentinoid,2014
1013991892,Orthopedic Surgery,Oxycodone Hcl,18,18.5,285,201.16,14.0,Opioid,2014
1013991892,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,34,34.0,477,915.07,24.0,Opioid,2014
1013991892,Orthopedic Surgery,Tramadol Hcl,17,17.0,324,76.28,12.0,Opioid,2014
1013993955,Orthopedic Surgery,Gabapentin,13,15.0,443,192.55,,Gabapentinoid,2014
1013993955,Orthopedic Surgery,Hydrocodone/Acetaminophen,153,153.0,850,1611.32,78.0,Opioid,2014
1013993955,Orthopedic Surgery,Oxycodone Hcl,32,32.0,171,343.97,28.0,Opioid,2014
1013993955,Orthopedic Surgery,Tramadol Hcl,18,18.0,182,88.55,13.0,Opioid,2014
1013993955,Orthopedic Surgery,Diclofenac Sodium,14,14.0,208,587.3,,NSAID,2014
1013995901,Neurosurgery,Gabapentin,39,47.5,1409,358.29,15.0,Gabapentinoid,2014
1013999408,Orthopedic Surgery,Celecoxib,12,14.0,420,3145.92,,NSAID,2014
1013999408,Orthopedic Surgery,Cyclobenzaprine Hcl,30,32.0,817,439.26,21.0,Muscle Relaxant,2014
1013999408,Orthopedic Surgery,Gabapentin,13,13.2,380,100.91,,Gabapentinoid,2014
1013999408,Orthopedic Surgery,Hydrocodone/Acetaminophen,118,118.0,1302,1610.81,57.0,Opioid,2014
1013999408,Orthopedic Surgery,Meloxicam,76,104.0,3120,514.87,46.0,NSAID,2014
1013999408,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,23,23.1,272,769.44,16.0,Opioid,2014
1013999408,Orthopedic Surgery,Tramadol Hcl,101,101.0,1136,539.42,56.0,Opioid,2014
1013999408,Orthopedic Surgery,Diclofenac Sodium,17,17.0,421,877.41,,NSAID,2014
1023000148,Neurosurgery,Hydrocodone/Acetaminophen,19,19.0,177,278.15,16.0,Opioid,2014
1023000148,Neurosurgery,Oxycodone Hcl/Acetaminophen,18,18.0,177,313.51,16.0,Opioid,2014
1023001468,Neurosurgery,Acetaminophen With Codeine,33,33.0,314,249.02,28.0,Opioid,2014
1023001468,Neurosurgery,Hydrocodone/Acetaminophen,83,83.0,821,1021.75,47.0,Opioid,2014
1023001468,Neurosurgery,Methocarbamol,60,60.0,613,482.74,31.0,Muscle Relaxant,2014
1023001468,Neurosurgery,Tramadol Hcl,21,21.0,210,107.79,16.0,Opioid,2014
1023003605,Neurosurgery,Celecoxib,20,20.0,595,4214.54,,NSAID,2014
1023003605,Neurosurgery,Gabapentin,13,17.0,510,157.97,,Gabapentinoid,2014
1023003605,Neurosurgery,Hydrocodone/Acetaminophen,25,25.0,208,368.81,12.0,Opioid,2014
1023003605,Neurosurgery,Tramadol Hcl,14,14.0,210,113.07,,Opioid,2014
1023006491,Orthopedic Surgery,Celecoxib,12,12.0,360,4771.65,12.0,NSAID,2014
1023006491,Orthopedic Surgery,Diclofenac Sodium,60,64.0,1912,34359.1,39.0,NSAID,2014
1023006491,Orthopedic Surgery,Gabapentin,99,131.1,3504,1671.5,47.0,Gabapentinoid,2014
1023006491,Orthopedic Surgery,Hydrocodone/Acetaminophen,34,34.0,181,330.12,20.0,Opioid,2014
1023006491,Orthopedic Surgery,Pregabalin,63,71.0,2120,17885.97,39.0,Gabapentinoid,2014
1023006491,Orthopedic Surgery,Meloxicam,15,22.0,660,92.79,12.0,NSAID,2014
1023006491,Orthopedic Surgery,Tizanidine Hcl,15,15.0,147,406.31,,Muscle Relaxant,2014
1023006491,Orthopedic Surgery,Tramadol Hcl,25,25.0,245,103.33,17.0,Opioid,2014
1023010527,Orthopedic Surgery,Morphine Sulfate,11,11.0,209,330.94,,Opioid,2014
1023010527,Orthopedic Surgery,Oxycodone Hcl,18,18.0,231,548.8,,Opioid,2014
1023013141,Orthopedic Surgery,Cyclobenzaprine Hcl,50,50.0,490,245.67,23.0,Muscle Relaxant,2014
1023013141,Orthopedic Surgery,Gabapentin,56,60.0,1800,845.36,14.0,Gabapentinoid,2014
1023013141,Orthopedic Surgery,Hydrocodone/Acetaminophen,222,222.7,1208,2179.74,91.0,Opioid,2014
1023013141,Orthopedic Surgery,Meloxicam,24,26.0,780,87.87,,NSAID,2014
1023013141,Orthopedic Surgery,Tizanidine Hcl,65,65.0,702,582.95,46.0,Muscle Relaxant,2014
1023013141,Orthopedic Surgery,Tramadol Hcl,15,15.0,105,64.81,,Opioid,2014
1023019445,Neurosurgery,Celecoxib,11,11.0,330,3594.54,,NSAID,2014
1023019445,Neurosurgery,Hydrocodone/Acetaminophen,159,159.0,1297,2025.92,84.0,Opioid,2014
1023019445,Neurosurgery,Meloxicam,92,92.0,2760,386.78,52.0,NSAID,2014
1023019445,Neurosurgery,Methocarbamol,135,135.0,2750,1641.65,82.0,Muscle Relaxant,2014
1023019445,Neurosurgery,Oxycodone Hcl/Acetaminophen,13,13.0,155,421.51,,Opioid,2014
1023025996,Neurosurgery,Acetaminophen With Codeine,19,19.0,208,280.06,,Opioid,2014
1023025996,Neurosurgery,Carisoprodol,46,46.0,1003,1235.79,,Muscle Relaxant,2014
1023025996,Neurosurgery,Gabapentin,55,66.5,1695,1202.24,13.0,Gabapentinoid,2014
1023025996,Neurosurgery,Hydrocodone/Acetaminophen,412,429.5,9791,17278.01,104.0,Opioid,2014
1023025996,Neurosurgery,Pregabalin,25,36.3,1090,12458.87,,Gabapentinoid,2014
1023025996,Neurosurgery,Morphine Sulfate,13,14.2,426,680.87,,Opioid,2014
1023025996,Neurosurgery,Naproxen,24,28.0,840,197.02,,NSAID,2014
1023025996,Neurosurgery,Oxycodone Hcl/Acetaminophen,103,111.3,3177,15402.01,34.0,Opioid,2014
1023025996,Neurosurgery,Tramadol Hcl,44,46.3,478,518.59,,Opioid,2014
1023031119,Orthopedic Surgery,Hydrocodone/Acetaminophen,22,22.0,230,319.0,22.0,Opioid,2014
1023037959,Orthopedic Surgery,Celecoxib,17,19.0,550,3639.14,,NSAID,2014
1023037959,Orthopedic Surgery,Cyclobenzaprine Hcl,19,19.0,450,461.46,16.0,Muscle Relaxant,2014
1023037959,Orthopedic Surgery,Gabapentin,13,13.0,390,72.82,,Gabapentinoid,2014
1023037959,Orthopedic Surgery,Hydrocodone/Acetaminophen,20,20.0,407,929.91,16.0,Opioid,2014
1023037959,Orthopedic Surgery,Meloxicam,15,25.0,735,99.52,,NSAID,2014
1023037959,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,56,56.0,1249,2164.22,23.0,Opioid,2014
1023037959,Orthopedic Surgery,Tramadol Hcl,34,38.0,913,340.54,21.0,Opioid,2014
1023037959,Orthopedic Surgery,Tramadol Hcl/Acetaminophen,13,13.0,332,227.23,,Opioid,2014
1023039468,Neurosurgery,Hydrocodone/Acetaminophen,103,103.4,967,2164.63,37.0,Opioid,2014
1023039468,Neurosurgery,Tramadol Hcl,19,19.0,198,97.96,11.0,Opioid,2014
1023044880,Orthopedic Surgery,Etodolac,11,11.0,330,586.91,,NSAID,2014
1023044880,Orthopedic Surgery,Gabapentin,12,12.0,360,155.83,,Gabapentinoid,2014
1023044880,Orthopedic Surgery,Hydrocodone/Acetaminophen,19,19.0,130,162.68,14.0,Opioid,2014
1023045739,Neurosurgery,Acetaminophen With Codeine,23,23.0,134,134.3,21.0,Opioid,2014
1023048352,Orthopedic Surgery,Cyclobenzaprine Hcl,16,16.0,242,161.45,11.0,Muscle Relaxant,2014
1023048352,Orthopedic Surgery,Diclofenac Sodium,15,18.5,555,207.89,,NSAID,2014
1023048352,Orthopedic Surgery,Hydrocodone/Acetaminophen,127,129.3,1550,2667.99,52.0,Opioid,2014
1023048352,Orthopedic Surgery,Ibuprofen,14,20.7,620,141.73,,NSAID,2014
1023048352,Orthopedic Surgery,Methocarbamol,52,52.3,1006,1271.15,35.0,Muscle Relaxant,2014
1023048352,Orthopedic Surgery,Naproxen,14,18.0,540,109.36,,NSAID,2014
1023048352,Orthopedic Surgery,Oxycodone Hcl,12,12.0,159,331.7,,Opioid,2014
1023048352,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,21,21.0,256,1307.82,16.0,Opioid,2014
1023048352,Orthopedic Surgery,Tizanidine Hcl,25,27.3,605,1246.54,12.0,Muscle Relaxant,2014
1023063989,Orthopedic Surgery,Cyclobenzaprine Hcl,14,14.0,259,210.39,,Muscle Relaxant,2014
1023063989,Orthopedic Surgery,Gabapentin,63,69.5,2014,522.67,28.0,Gabapentinoid,2014
1023063989,Orthopedic Surgery,Hydrocodone/Acetaminophen,283,291.7,3661,2419.06,117.0,Opioid,2014
1023063989,Orthopedic Surgery,Methocarbamol,18,21.0,459,290.81,14.0,Muscle Relaxant,2014
1023063989,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,21,21.0,230,562.08,14.0,Opioid,2014
1023063989,Orthopedic Surgery,Tramadol Hcl,25,25.0,388,106.3,15.0,Opioid,2014
1023066834,Neurosurgery,Baclofen,42,46.2,855,330.74,31.0,Muscle Relaxant,2014
1023066834,Neurosurgery,Gabapentin,15,17.7,512,277.57,,Gabapentinoid,2014
1023066834,Neurosurgery,Hydrocodone/Acetaminophen,26,26.0,396,597.65,17.0,Opioid,2014
1023066834,Neurosurgery,Tramadol Hcl,14,14.0,312,108.13,,Opioid,2014
1023066891,Orthopedic Surgery,Acetaminophen With Codeine,11,11.0,153,113.12,,Opioid,2014
1023066891,Orthopedic Surgery,Carisoprodol,31,31.0,930,247.46,16.0,Muscle Relaxant,2014
1023066891,Orthopedic Surgery,Celecoxib,15,18.3,550,3787.23,,NSAID,2014
1023066891,Orthopedic Surgery,Gabapentin,96,108.7,3192,1165.92,51.0,Gabapentinoid,2014
1023066891,Orthopedic Surgery,Hydrocodone/Acetaminophen,257,257.0,3143,3438.28,127.0,Opioid,2014
1023066891,Orthopedic Surgery,Ibuprofen,16,16.0,388,115.07,12.0,NSAID,2014
1023066891,Orthopedic Surgery,Meloxicam,37,40.3,1210,902.9,33.0,NSAID,2014
1023066891,Orthopedic Surgery,Nabumetone,38,45.0,1310,666.36,28.0,NSAID,2014
1023066891,Orthopedic Surgery,Naproxen,97,99.5,2975,786.19,71.0,NSAID,2014
1023066891,Orthopedic Surgery,Oxycodone Hcl/Acetaminophen,19,19.0,112,469.87,14.0,Opioid,2014
1023066891,Orthopedic Surgery,Tramadol Hcl,66,67.0,1450,493.46,41.0,Opioid,2014
1023066891,Orthopedic Surgery,Tramadol Hcl/Acetaminophen,46,46.0,993,822.07,26.0,Opioid,2014
1023066891,Orthopedic Surgery,Diclofenac Sodium,12,12.0,299,802.59,,NSAID,2014
1023067261,Neurosurgery,Acetaminophen With Codeine,14,14.0,93,89.89,,Opioid,2014
1023067261,Neurosurgery,Cyclobenzaprine Hcl,50,50.0,652,664.67,22.0,Muscle Relaxant,2014
1023067261,Neurosurgery,Gabapentin,25,27.3,804,206.19,17.0,Gabapentinoid,2014
1023067261,Neurosurgery,Hydrocodone/Acetaminophen,158,158.0,1516,1597.3,86.0,Opioid,2014
1023067261,Neurosurgery,Methocarbamol,13,13.0,182,120.03,,Muscle Relaxant,2014
1023067261,Neurosurgery,Oxycodone Hcl/Acetaminophen,54,54.0,529,972.02,41.0,Opioid,2014
1023067261,Neurosurgery,Tizanidine Hcl,26,26.0,429,364.89,18.0,Muscle Relaxant,2014
1023067261,Neurosurgery,Tramadol Hcl,12,12.0,139,50.19,,Opioid,2014
1023071206,Orthopedic Surgery,Gabapentin,19,19.0,550,167.02,,Gabapentinoid,2014
1023071206,Orthopedic Surgery,Hydrocodone/Acetaminophen,13,13.0,213,407.18,,Opioid,2014
1023071206,Orthopedic Surgery,Nabumetone,18,25.5,765,677.09,,NSAID,2014
1023071206,Orthopedic Surgery,Oxycodone Hcl,13,13.0,114,264.51,,Opioid,2014
1023072139,Neurosurgery,Cyclobenzaprine Hcl,24,24.0,360,339.52,13.0,Muscle Relaxant,2014
1023072139,Neurosurgery,Hydrocodone/Acetaminophen,89,89.0,1196,995.98,50.0,Opioid,2014
1023074689,Neurosurgery,Gabapentin,19,19.5,586,295.01,,Gabapentinoid,2014
1023074689,Neurosurgery,Hydrocodone/Acetaminophen,41,47.0,583,711.03,18.0,Opioid,2014
1023074689,Neurosurgery,Methocarbamol,16,18.0,305,221.29,12.0,Muscle Relaxant,2014
1023074689,Neurosurgery,Oxycodone Hcl,41,41.0,247,626.71,16.0,Opioid,2014
1023074689,Neurosurgery,Oxycodone Hcl/Acetaminophen,21,21.0,165,446.43,,Opioid,2014
1023081254,Neurosurgery,Cyclobenzaprine Hcl,22,22.0,630,461.75,15.0,Muscle Relaxant,2014
